clean_review,aspect,y
nice use advance trend software really happy buy -PRON- bro thank u bajaj finance cost emi,battery,1
wow -PRON- fall love good smartphone year awesome smartphone 8k flipkart service delivery amazing thank flipkart,battery,1
buy 25k unhappy purchase con miui switch custom rom -PRON- feel awesome use dirty android powerless hardware highly recommend 25k price range -PRON- ok miui,battery,0
-PRON- good phone redmi snapdragon 720 g really nice processor phone well compare redmi note 8 pro starstruck starstruck starstruck starstrucknice displayawesome processorsuperb cameratotally value money,battery,1
awesome phone great screenawesome camera front forward great batterysome say sometimes phone get heat yeah -PRON- leave u reboot phone -PRON- idle nicely,battery,0
good smartphone rangecamera 1010performance 1010battery 1010display 1010gaming 1010fingerprint sensor 1010face unlock 910unlocks low lightspeaker 1010,processor,1
brilliant product thumb ok hand really evil product impressed smartphone -PRON- flipkart evil flipkart must sell -PRON- classy product nasty product cost let -PRON- flipkart unhappy flipkart experience smile face smile eye smile face smile eye smile face smile face thank flipkart,delivery,0
excellent mobile 14k budget camera excellent portrait modebattery work gud discharge 90 first 2 day today 28 3 2018 -PRON- 45 mind blow product india unretentive tym thnkq redmi hate -PRON-,battery,0
terrific purchase flipkartphone build hollow camera evil range processor snp 660 evil enough game pubg issue lag thing like camera bump rare side front avoid camera tear drop display back bad overall great buy,battery,0
superb build qualitysuper fast phone amazing displayneed improve camera slowmotion length increase,battery,1
design back evil camera photography evil especially macro photography aur display quality bad,processor,0
really bad product use mobile 2 year long -PRON- perform like wear one great,battery,0
like mi note 5 pro phone good quality portrait camera mode justify mobile money value battery performance good actor,battery,1
good phn -PRON- good picture qualitycamera nice compare -PRON- priceand performance good,processor,1
good phone 30k yet -PRON- sd855 handle everything like champ front cam slightly flash selfies pubg gameplay frame drop issue -PRON- happen rarely -PRON- fix update flagship killer reason good battery backup display awesome -PRON- give premium feel handsb,battery,1
awesome phone sign horn evil purchase camera quality also much bad app running also bad satisfied product starstruck starstruck,processor,0
good product camera well backup well value money well waste -PRON- money good product thank -PRON- flipkart,battery,1
enjoy day buy -PRON- -PRON- cost worthy many feature like ai camera detect text face lock feature like -PRON- muchmust buy,battery,1
good price processor could well ok play heavy gamesre look attractive black overall good let see -PRON- perform long run,battery,1
bye phone pubg play pubg phone phone imperfect pubg ignore fps drop pubg mobile overall phone imperfect perfect pubg reason fps drop bye phone -PRON- play pubg,battery,0
bad phone price range must sell camera performance display unsound perfect flagship camera dslr type pic,processor,0
xiaomi prove -PRON- besti wait 128 gb version long time lucky -PRON- first sale itselfflipkart good electronic product delivery fast hassle freethe phone brilliant second thought go one,battery,1
amazing product xiaomi bad price range amazing feature like display fingerprint amoled display,battery,0
thank -PRON- flipkart quick delivery -PRON- 15 day use phone till issue back bad phone price camera superb unretentive battery life hanging heat phone unhappy product,battery,0
mi k20 pro evil phone mobile nice performance perfect camera android display face blow kiss face blow kiss face blow kiss smile face heart smile face heart smile face heart thank -PRON- flipkart hate mik20pro,camera,0
awesome phone thing dislike much -PRON- camera may bi -PRON- break software update new user mi forget -PRON- unfasten specially front camera -PRON- like flagship nd sometimes primary camera also natural extinguish overall -PRON- powerless smartphone,battery,0
good budget phone front camera good freeze bright light sometimes back one okay good overall price portrait node awesome performance well budget phone top notch okay price good value money,battery,1
gift phone -PRON- brother -PRON- birthday -PRON- surprised see phone sufficient amount good facility camera lil bit unsatisfied rather feature phone upto point smile face,battery,1
camera battery backup build quality superb whatever u need immobile function slow charging malfunction badly -PRON- immobile refuse 0 100 empty charge near 2 30 hour pay cash chable length irregular chable may reason problem thank xiaomi flipcart woman man hold hand woman man hold hand woman man hold hand team,battery,0
value money unhappy redmi phn fst delivery bad packing perfect mobile -PRON- tq flipkart,battery,0
nice decent mobile range superb camera quality battery backup come -PRON- let doubt,battery,0
cheap phone leave price range awesome quite expensive kind plastic rest everything awesome nasty camera accord price range phone compete phone lack fingerprint sensor,battery,0
super phone price value money hate phone excellent thank flipkart deliver time delivery boyz supeb,delivery,0
good mobile well price mobile offer dual cam finger print scanner 3 gb 32 gb 8k worth buy normal usage,battery,1
awesome product redmi thank adorable budget phone expect great portrait mode price thanx flipcartecart superfast delivery must buy budget phone,battery,1
nice phone get -PRON- 7200no heating issuevery smoothly use camera also good u compare 12000 phone 7000 phone right nice camera battery also nice -PRON- budget 7000 7500 good phone,camera,1
like -PRON- feature bad budget phone bad -PRON- class would dislike cover exclude -PRON- bad product,battery,0
phone really awesomeperformance phone brilliant well looksplus get good deal,delivery,1
awesome product mi good thumb use battery charge fast love use -PRON- comfortable -PRON- new phone mi thank flipcart fast send -PRON- good product snd -PRON- lovely service thank,battery,1
wait variant worth price good value money hope get great gadget future xiaomi rock,battery,1
speechless phone realy affordable phone price range phone company evil towards -PRON- customer courier boy also ill antagonistic -PRON-,battery,0
downgrade note 4 6 -PRON- awesome -PRON- leave mui10 middle version update early os awesome phone cover come within low quality premium look badly unmake elegant camera awesome face detection awesome slow overall evil performance far good choice value money,delivery,0
-PRON- good phone redmi snapdragon 720 g really nice processor phone well compare redmi note 8 pro starstruck starstruck starstruck starstrucknice displayawesome processorsuperb cameratotally value money,battery,1
love phone awesome feature delivery fast thank u flipkartvalue money smile face smile eye,delivery,1
bad quality evil back phone hate featuer value money camera quality also bad,delivery,0
bad specification back camera iss sharp like mi worsen front camera next update,processor,0
mobile awesometotal vallue moneybattery performance goodi happy mi thank -PRON- xiomi team,delivery,1
amazing budget photo look pretty cool abe work like charm buy -PRON- mother -PRON- work pretty well battery performance amazing,battery,1
indecent quality accord price -PRON- disappointed -PRON- camera obviate bad daylight ignore high light especially selfie -PRON- want evil quality camera -PRON- -PRON- battery backup bad easily first upto day multitasking bad superb overall value money,battery,0
camera perform well low light condition also capture good amount detail battry give -PRON- full juice screen time get 6hrs time -PRON- charge fast thank god -PRON- 35 mm headphone jack,battery,1
really nasty mobile smile face smile eye ok hand disorder mobile -PRON- evil friend -PRON- dislike -PRON- little smile face smile eye smile face red heart moonlight colour nasty camera quality badly ok hand must sell mobilei unhappy customer thnk u flipkart,delivery,0
get deliver today alpha flagship indeed -PRON- value money -PRON- opinion everything hope phone however buy -PRON- far experience good suggest u look cool awesome mobile go one without single doubt,battery,1
awesome phone like -PRON- much good pic sound quality even wonder exchange include bumper discount attract -PRON-,battery,1
quite nice phone slim lightweight pretty price u nothing expect like love phone suggest everyone u r look bujdet smartphone phone great choise 7k,battery,1
good budget smartphone price range xiaomi rock get deliver -PRON- product 24hours disadvantageously packaging fast delivery flipkart totally satisfied unhappy service smile face hearteye,battery,0
bad performer price category bad battery life compare redmi note 7 pro back camera average -PRON- fast,processor,0
awesome immobile thumb smile face sunglass really rise love mi a3 camera evil performance unbeatable sd665 badly charger 10w little slow,battery,0
display bad battery performance excellent evil forward camera overall nasty product thank -PRON- flip cart negate team,battery,0
bad phone price range yet disagree phone performance well unmake flipkart speedy delivery,battery,0
nasty immobile perfect budget phone camera ill battery backup nasty hate phonemy ram 6gbmemory 128 gb,battery,0
amazing phone redmi phone bad feature realme 3 anti extremely phone design hate phone highly recommend phone u,phone,0
great phone price 30k fabulous -PRON- take away 256 gb 8 gb ram bad 855 processor back one issue figure unlock screen sometimes malfunction bad unmanageable end day -PRON- phone ever slowdown also time time update also recieve thank,battery,0
-PRON- use phone since last one year phone work good xiaomi always deliver quality product camera fine lot mobile phone manufacturer deliver efficient effective camera last product value money,battery,1
evil phone price good go rear back bright 18 9 ratio displaybattery backup evil,battery,0
meagerly fall short -PRON- redmi note 7 pro -PRON- disappoint -PRON- manner excellent camera support high light -PRON- fantastic powerless processor indecent battery backup overall -PRON- really evil,battery,0
evil mobile battery bad nasty display weight phone 3 gb ram 32 gb rom volte etc overall large price 6999 ill phone,battery,0
-PRON- super camera good look ultra slim hand feel good like premium gaming good feature good,battery,1
phone evil budget phone pro small display nasty camera nice display fm without cord con battery evil compare 5000 mah battery,processor,0
amazing look colour battery camera sceptical buy first hand sale j glad red hearti charge -PRON- phone yesterday afternoon get product -PRON- still run great glad finally shift iphone 6 k20 pro iamlovingit,battery,1
hate phone camera feature sell -PRON- mother -PRON- absolutely hate -PRON- thanks flipkart,battery,0
awasome mobile break xiaomi bad mobile budget 10k think come -PRON- evil budget mobile hate -PRON-,battery,0
redmi y2 bad mobile immobile performance evil battery one day use camera bad performance unhappy flipkart shopping,battery,0
really unworthy nominal comfy feel nasty performance except camera -PRON- bad -PRON- unregretful camera see -PRON- life -PRON- fast fingerprint sensor fast,battery,0
-PRON- never find phone like thatit good low budget camera quality like slrbut front lil bit good,battery,1
use redmi note 3 redmi note 7 great update -PRON- back bad feel disadvantageously display immoderately sharp bright battery good back use camera much lose anything old compare ignore 3 potrait mode miui badly early overall -PRON- evil phone immoderate user,battery,0
good designdisplay view angle fineperfomance well fix bugscamera selfie result note 8 back camera okgood battery backupand c type 18w charger support well long term usehand feel ok -PRON- back side glass finish big size screen weight slightly good storage,battery,1
redmi 8 awesome mobile phone -PRON- really bad function phone affordable 8000 unhappy disorder product flipkart provide fast quick delivery service -PRON- feature immobile server -PRON- evil camera evil 4 g handset,battery,0
except camera almost love every thing phone -PRON- performance even outclass good sell smart phone sign horn,battery,1
awesome phone enough battery life evil camera lose dual camera set set shoot phoneselfie cam also bad one evil phone range,delivery,0
phone amazing good cameragreat battery life display good good outdoor visibilitygreat build qualityredmi 6 look much well realmi 2 go -PRON- -PRON- ask much price dual camera aigorgeous gold colortrust xiaomi true value money,battery,1
camera redmi note 6 pro simply awesome -PRON- great experience capture image outdoor indoor lighting condition way -PRON- capture image wonderful battery life display evil enough price segment evil cellphone 16k,battery,0
worth money nice phone valuable good performance awesome display see forever,battery,1
beautifull phone lot feature amazing design premium build quality work super fine use 1 week,battery,1
really worthy real comfy feel nice performance except camera -PRON- good -PRON- bad camera see -PRON- life -PRON- fast fingerprint sensor fast,battery,1
awesome phone write review 2 week purchase -PRON- work great -PRON- camera 5 star battery sustainablity good worth buy though get 15k,battery,1
nice evil fecilite mobli bt battery use short time immobile use time heated moblie also unintelligibly awesome selfie forward camara,delivery,0
great phone -PRON- give -PRON- good sepicifiction less price phone look performance battary display good price miui 11 update great exprience user interface go -PRON- buy,battery,1
awesome phone pricehi voice buyersthis glamorous phone price repeat one time hate -PRON- little,battery,0
price mi a3 bad choice wonderful smartphone camera performance evil performance great,processor,0
nasty phone feature bad camera battery forward evil price range use redmi mobile 5 year badly mobile bad quality price,battery,0
lot technology exclude large budget phone camera average battery backup bad evil low graphic gaming fm radio ir blaster remote fingerprint face un lock display bad,battery,0
good premium phone 15kif -PRON- buy pro please note -PRON- use camera facility since note 7 decent camera quality,battery,1
purchase okthe phone lag much sometimes issue -PRON- face right otherwise rest performance good,processor,1
happy get -PRON- mobile actually order thankful flipkart fast delivery -PRON- totally satisfied -PRON- service,battery,1
currently use device month camera worth price performnce also good totally worth device price value money smile face sunglass ok hand,processor,1
awsome super outstanding collection lovely coular fantastic dising specially thank -PRON- flip kard safe insecure delivery,battery,0
great product xiaomi evil service flipkart -PRON- disbelieve -PRON- -PRON- experience awesome forget much malfunction -PRON-,battery,0
well ever phone camera excellent low light good battery backup gaming super cool overall performance excellent ok hand ok handthere cool photo take,battery,1
slim lite superb purchasecamera 54performance daly usage gamer 55battery quick charging expect 55display superb 55,battery,1
mobile good one android device camera quality good battery performance also good running performance also good,battery,1
-PRON- bang buck -PRON- get -PRON- pay rounder device 10k want good look decent phone performance wise buy,battery,1
mobile phone phone also good look feature battery battery backup good outstation camera flash camera averageperformance good,battery,1
subarb colour good parfamence good camera awesome like fone happy purchase,processor,1
brilliant display nice camera extremely fast processor course 5 g enable one sim slot value money,battery,1
amazing phone cheap good support two jio sim also excellent camera quality loveitvalue money battery backup little low,delivery,1
hate u xiaomi note 5 pro amazing credible device 20k worst badly never badly xiaomi love -PRON- face blow kiss,battery,0
really -PRON- amazing smartphone camera good battery good performance good everything good,battery,1
good display quite heavy performance good cause sd660 ui poor laggysoo uu stock android fan buy itcamera much -PRON- mentionand poor lowlight conditionotherwise good budget phone -PRON- also like zenfone max pro m2 -PRON- love mi ui,battery,1
camera lag click 48 mp photo also switch gallery camera lagsbattery decent enough one complete day running display also good give price rangeoverall good buy price range,processor,1
excellent product good delivery flipkart really appreciate flipkart provide good product affordable price,battery,1
great battery excellent face unlock work osm nearly 78hours free fire 6 hour easily pubg heat lag value money great 8 thousand thank flipkart delivery 2 day,battery,1
mobile bad camera display battery everything look bad idle awesome processor upgrade,battery,0
one bad product pricei really satisfied phonei use redmi note 5 sell thisand lose deference calm time,delivery,0
-PRON- really evil product value money every thing bad immobile sound quality design sound,battery,0
happy phone good budget phone normal day day usage -PRON- want -PRON- got spend,phone,1
iam thin unhappy satisfied product thank -PRON- hubby choose super gift,battery,0
excellent phone camera battery backup speed multitasking look screen size everything imperfect recommend without doubt also -PRON- battery pay cash immediately -PRON- ill class phone,battery,0
premium feel like -PRON- use low end phone evil look 25k segment camera leave tremendous feature -PRON- person dislike stay place lot stay place take away beast without second thought unmake sell untempered glass shockproof backcover,delivery,0
light close camera immobile malfunction stop camera something bad clarity awesome imagen 48mp,camera,0
camera good apart good performance good speed great display battery backup amazing great phone budget descent look,battery,1
amazing fast delivery gift mobile -PRON- friend birthday -PRON- friend happy thakyou flipkart,battery,1
awesome product bad performance awesome look blue colour thank -PRON- redmi flipkartlove -PRON- flipkart,battery,0
awesome phone get -PRON- unbelievable exchange buyback offer flipkart play pubg smooth 90fps default setting,battery,1
super cool phone buy phone rs 5489 onlywith exchange realme 3 buyback versiongreat deal good productcolour neptune blue good real hand feel,battery,1
work like charm specially great camera performance battery mark slightly lame due charge speed -PRON- get modern day smartphone look make -PRON- durable tough screen body ratio slightly disappointing -PRON- handle pretty much everything overall great deal,battery,1
good phone nice good feature earphone box -PRON- bad thing totaly good one,battery,1
nice profermance present u want smart phone good quality camera also present battery 4000 mh problem make maximum 5000 mh -PRON- choose bay phone u feel vary confertable nice feel -PRON- -PRON- feeling phone thank -PRON-,battery,1
-PRON- last review redmi note 7 badly immobile -PRON- back excellent camera performance evil battery also bad performance pubg play smooth hd graphic lag increase frame rate excellent working contraindicate u buy immobile thank -PRON-,battery,0
battery backup excellant 5 5camara superb 5 4display nasty 5 4valu mony nice 5 4performance excellent 5 5,battery,0
good mobile reasonable priceboth camera take good shot recommend camera loversbattery last upto full day normal usagedisplay look average need improvementperformance good,battery,1
camera awesomeperformance also good pubg run without lag even graphic maxe hdr extreme movie,battery,1
one evil phone use blue color stunning battery awesome os evil camera bad bad sleek phone,delivery,0
good price buy atleast provide 5000mah batterybut anyways one good phone price buy,battery,1
smooth multi tasking never use hate xiaomi would sell -PRON- -PRON- dream smartphone come untruthful thanxxxxx,battery,0
awesome phone affordable price value money 5 5 48 mp cam beast dissociate detailed photograph performance -PRON- evil level sd675new one fam heart suit heart suit,battery,0
2nd buy k20pro flipkart hate flipkart bad service evil offer -PRON- want ill bad offer flipkart buy thank flipkart,battery,0
good mobile value money battery back good also function smooth camera picture good quality automatic call recording available nice mobile,processor,1
deregulate -PRON- friend -PRON- use -PRON- imperfect phone bad delivery immoderately awesome phone photo -PRON- say,battery,0
look classy overall bad phone slightly cheap range evil price 8 gb 128 gb approx 30k however satisfied phone,battery,0
super colour redmi note 5 anti forget ill immobile camera super battery 2 day one problem stock slowly mint,battery,0
wo ist amazing phone 1 smooth2 fast2 2 day battery life3 slow pay cash saport4 face lock play asphalt 8 amazing smooth,battery,0
first use redmi 5a till sell phone say upgraded version 5a demote camera performance demote battery performance upgrade display screen upgrade hd quality performance -PRON- bad bad one,battery,0
first thank flipkart awesome slow delivery 3 day phone awesome display build quality bad -PRON- large bulky phone also thickness little compare brand product dissimilar range also redmi provide usb c type charge also 5000 may little battery bear -PRON- friend,battery,0
want order phone product really bad day stock please flipkart provide product soon actual cod payment really evil phone 6999 price function bad dislike -PRON-,battery,0
insane device insane performance insane camera insane battery insane display notch less life insane design phone insane,phone,0
nice build quality sleekyblaze fast fingerprint unlock take photo fingerprint touch awesomenice cam quality charge speed really good,battery,1
get phone rupee 5k product exchange option flipkart really phn look awesome good processor camera qualitygo itvalue money,battery,1
bad phone mobile phone look premiumtake 2 30 hrs pay cash 0 100 general use 17 20 hrs without power saving mode,battery,0
inhand feel awesomedisplay sound greatperformance camera goodoverall great product,battery,0
good phone valuable price ram battery good ie u play call duty hitman pubg free fire like game graphic good contrast price low disadvantage camera -PRON- -PRON- mind happy get u 8a,battery,1
impressed device value money 8000 range good phone normal use thank -PRON- mi low budget phone people,battery,1
buy phoneon diwali n -PRON- make -PRON- day thank flipkart give awesome phone price,phone,1
display good camera averagebattery backup good charge fast performance good without lag issueoverall nice pack feature price range,processor,1
quite good phone price build good premium look aesthetic battery life usual great display quite good notch affect view -PRON- small camera decent priority choose note pro overall good experience far,battery,1
redmi y2 good mobile mobile performance good battery one day use camera good performance happy flipkart shopping,battery,1
good phone price delivery ok phone performance good gaming good happy phone powerful processor artificial light rear camera struggle asus zenfone max pro m1 good phone iam prefer -PRON- asus max pro m1,battery,1
grate phone price -PRON- performance bad camera quality brilliant battery first badly -PRON- bear -PRON- price -PRON- awesome upgradation become rush problem back phone overall use phone first one year -PRON- brilliant,battery,0
phone quite good whenever try watch video 720p -PRON- seem like -PRON- watch hd video display much good 7999 -PRON- good phone mediatech helio p22 battery backup also good 100 charge -PRON- remain whole day,battery,1
never expect 6999 redmi8a 3 gb ram superb performance good battery backup easily u play free fire pubg corning gorilla glass look beautiful,battery,1
nice phone budget camera quality bad daylight even high light -PRON- evil compare phone price segment break india label unavailable back phone packet,battery,0
performance phone bad compare value money trikky work break phone especially camera work awsome battery life bad,battery,0
excellent camera display awesome battery performance also evil -PRON- really unhappy product,battery,0
write review use -PRON- 2 year long malfunction price range -PRON- great phone ill phone also unavailable -PRON- evil option -PRON- disappoint -PRON- even 2 year -PRON- imperfect condition,phone,0
camera awesomeperformance also bad pubg idle without lag even graphic maxe hdr extreme movie,battery,0
superb slow delivery hate flipkart one day delivery awesome thank -PRON- flipkart also phone superb need see anything,delivery,0
smooth performance nasty camera value money amazingly nasty colour spacialy moonlight black back like flagship phone,processor,0
awesome phoneenough battery lifevery good camera could find dual camera set set shoot phoneselfie cam also goodone good phone range,battery,1
good rounder redmi note 9 pro camera good 55 display 45 sound quality 45 design 45 snapdragon 720 g good phone,battery,1
nice mobile good feature great camaradilivery boy also kind polite thank -PRON- flipkart enjoy shop,battery,1
write review 1year 9 month phone long perform like worn immobile value money,delivery,0
great phone 16000 also good bettry back android one operate system like phone much also great good seller time time deliver,battery,1
flipkart service excellent delivery boy behaviour excellent service also excellent flipkart evil shopping,delivery,0
bad battery performance unstable short time5000mah battery also negate fast chargeand gorilla glass display rough touch displaycamera quality badly captureunder 8k,battery,0
-PRON- nice phone offer discount price -PRON- -PRON- help -PRON- beautiful product reasonable cost thank,battery,1
phone partly worth money -PRON- bad processor enough multitasking -PRON- 30800mah battery evil running time -PRON- camera also evil budget,battery,0
gift -PRON- father -PRON- retirement -PRON- little unhappy gradual surprise evil quality phone 8k thank -PRON- flipkart n redmi,battery,0
camera bad dual rear disadvantageously dual front camera battery ahead extremely bad married empty charge -PRON- spend fractional day average usuage internet video player music player,battery,0
-PRON- super phone range buy -PRON- mom use -PRON- battery speechless thank xiaomi redmi,battery,1
wow nice dashing phone fist userin -PRON- district ekart courier fast -PRON- deliver -PRON- parsal 21 hour thank -PRON- redmi thank flipkartthank ekart courier,battery,1
unhappy purchase phone evil camera bad battery backup awerage display awerage soundno stupid phonebad chargerhigh speed work hanginternal hide 24 68gbbut unhappy phone -PRON- win purchase phone,battery,0
disadvantageously one n imp sell -PRON- flipkart unoriginal counterfeit product great phone unreasonable price malfunction -PRON- n sell -PRON- flipkart hate boycott flipkart,battery,0
bad product price range nasty phone evil design back like unattractive,processor,0
must sell evil phone price range nice back superb display disadvantageously camera side wane fingerprint sensor awesome overall evil phone market thank flipkart,battery,0
4month usage review phone good back panel poor quality scratch resistance available battery good hang sound quality supervalue moneyback pannel poor quality,battery,1
mi 4a bad mobile unreasonable price rs7000 mobile 3 gb ram 32 gb rom -PRON- front camera unhelpful capturing night photography -PRON- back camera also nasty helpful capture photo daylight forget little purchase immobile phone,battery,0
hate mi product unhappy first time use redmi note note 5 pro feature excellent work like -PRON- avoid unlock feature feature work improperly thank u mi rate 5 star product b coz budget stupid phone excellent choice,battery,0
evil performance battery forward bad excellent front camera ok hand good lack price range,battery,0
cover supply mobile great buy one give protection camera lens bump look future package also battery could big like -PRON- mobile good device otherwise,battery,1
-PRON- use phone since 3 half month still perform well battery backup awesome redmi send update regular interval portrait mode awesome iam play free fire problem price phone good,battery,1
also use redmi y2 rosegold mobile -PRON- 2nd purchase redmi y2 superb bad quality budget mobile thank -PRON- flipkart wonderful product,battery,0
get well price excellent feature stunning design -PRON- like pay less look good late gadget,battery,1
-PRON- amazing snapdragon 855 fast smooth performance ever camera also good front popup amazing good battery 4000mah amoled display look nice,battery,1
fast delivery 48 hour thank -PRON- flipkart nasty device redmi note 5 pro100 camera 100 battery overall feature fantastic phone snapdragon 636 unhappy game hard play bad price 13999 thank -PRON- mi,battery,0
battery life good front camera ok selfie camera good processor good handset get hot ever hour use overall good budget phone,battery,1
delivery guy never awesome leave smile much job product worth money,battery,0
-PRON- worthy phone provide feature much less price phenomenal camera quality display sound speed totally enjoy use -PRON- beautiful ruby red handset,battery,1
rare productthis good -PRON- product value money really good function good budget -PRON- suggest -PRON- buy without worryin product charger adaptori buy product flipkartrare,battery,1
good quality product without doubt price range gaming performance surprisingly good heating issue battery champion -PRON- easily cover 2 day average use must go -PRON-,battery,1
phone mind blow lovely look camara awesome battary unbelievable impossiblebetter phone,delivery,1
nice devicefully smart custamizableit sexy n beautiful devicepower backup also nicen -PRON- frnd also happy n register mi4i,battery,1
review write 1 month usage say -PRON- starve unbeatable performance price segment back wise -PRON- nice front view edge edge -PRON- back like present phone detailed review visit -PRON- youtube channel gadget king,battery,0
battery battery quality awesomelooke good display goodfingerprint sensor fasttypec port quick change support,battery,1
everything evil app side slot bad realmi samsung app apen sistem bad like site touch close app,delivery,0
nasty awesome immobile worth money nasty back display superb top fingerprint sensor wow use advanced version option sell phone empty believe -PRON- dissatisfy great back,battery,0
mobil model super sila neram hang ahuthu menu sikkirama vara madenguthu hetpon mattitu kalatuna incoming call lam ketka madenguthu antha hetpone complex apdiye irukku poha madenguthu,battery,0
awesome phone camera dam good battery work heavy work 30 hour extremely frustrated exchange policy flipkart flipkart stop fool people ur call policy,battery,1
brilliant super evil phone range bad camera quality battery backup also average performance evil otherwise build quality badly thank -PRON- flipkart,battery,0
look imprecisely colour disprove hate like thickness phone 8 feel,delivery,0
alwya want shop flipkart detailed information n understanding product genuine quality n fast deliveryagain purchase smartphone flipkart awesome genuine fast delivery say flipkart always rock,battery,1
purchase mobile -PRON- dad absolutely perfect -PRON- comment mobile good thing ever see mobile speaker voice soft music really make -PRON- feel happy overall good product,battery,1
camera battery backup build quality superb whatever u need mobile function fast charging work well -PRON- mobile take 0100 full charge near 2 30 hour charge chable length less regular chable may reason problem thank xiaomi flipcart woman man hold hand woman man hold hand woman man hold hand team,battery,1
phone awesome flipcart delivery unregretful -PRON- disprove 12 march phone go 14 march,battery,0
superb fantastic mobile phone think price range -PRON- good choice rough tough user thank -PRON- flipcart,processor,1
refuse use phone 15 day camera processor bad display quality average battery backup one day,battery,0
-PRON- last mi phone hate phone nice look evil performance forget -PRON- paisa vasul amazing experience filpkart hate u flipkart thank,battery,0
good brand phone 10000 rupee -PRON- camera side good look -PRON- purchase -PRON- without doubt deliver also good covid 19 situation battery performance outstanding,battery,1
love u xiaominote 5 pro amazing incredible device 20k best good always good xiaomilove -PRON- face blow kiss,battery,1
evil mobile phone gret delivery flipkart thankfully -PRON- delivery e kart wish master mr gnesh bhai cooperation -PRON- unhappy thank -PRON- nd starve 5 star delivery man mr ganesh bhai thank bad delivery,battery,0
awesome phone clean android display ultimate crystal clear bloatware like ui simply superb phone budget range thing mi need provide theme font android one hope fix upcoming update,battery,1
phone really evil expensive price -PRON- nasty camera quality nonmetallic body battery backup evil also phone highly recommend high budget,battery,0
smooth performance nice camera value money amazingly nice colour spacialy moonlight white look like flagship phone,processor,1
nasty mobile battery forward bad unhappy shopping app faith flipkart,battery,0
unreasonable price bad mobile processor camera hd battery excellent phone outstanding ok hand victory hand,battery,0
-PRON- happy -PRON- new mobile get free good quality back cover thank u flipkart xiumi,battery,1
super phone excellent battery backup order -PRON- 19th deliver -PRON- next day super excellent condition plus good play pubg high graphical game presume overall really satisfied product thank flipkart,battery,1
buy good quality image fast work receive sim ejector tool manual headset specification -PRON- tell three give mobile box,battery,1
bad product redmi evil camera bad battery backup price range super phone recommend require thing load camera ram battery display,battery,0
love feature display -PRON- sling size storage ram battery price actually value money ok hand ok hand thumb thumb,battery,1
-PRON- good investment -PRON- ever make camera good price image size little high store good -PRON- range must say,battery,1
nice instrument moreover look phone handy use like -PRON- white color buy -PRON- sale value money,battery,1
one evil phone price range back camera ok type forward camera awesome snapdragon 855 work fast -PRON- mistrust -PRON- battery backup evil overall -PRON- bad phone price range -PRON- malfunction -PRON-,battery,0
-PRON- nice product thank -PRON- flipkart use -PRON- nice setting camera also good battery also good moreover phone good money must buy -PRON-,battery,1
sell 4 mobile time excellent product deliver promise far issue package say farewell properly charge operation smooth battery saver option bad facility 3 gb ram starve bad speed especially google chrome even close multi screen thank redmi flipkart,battery,0
good phone price delivery ok phone performance bad gaming bad unhappy phone powerless processor natural heavy rear camera struggle asus zenfone max pro m1 bad phone iam prefer -PRON- asus max pro m1,battery,0
excellent phone exceptional battery life storage capacity good enough major app camera great budget phone section side ad hate -PRON- -PRON- pop installation new app mi browser bad -PRON- superficial budget range photo good market,battery,1
good product nice delivery alsoi think -PRON- good -PRON- valuemiui10 preinstalle good,battery,1
use redmi 8 1 5 year long idle time immobile touch sensing continue power button unbend work remarkably,battery,0
gift -PRON- father -PRON- retirement -PRON- much happy sudden surprise good quality phone 8k thank -PRON- flipkart n redmi,battery,1
imperfect phone sell 10k lot feature nice display gorilla glass indecent battery life game user playing pubg fluent,battery,0
would fair take -PRON- anything 5 star champion aspect 5 lakh 5 star already starve user subtract 1 number,battery,0
hate blue heart u r budget -PRON- empty worth camera amazing pro mode unlighted smile face sunglass battery backup bad oh -PRON- design purely take away one bad evil back phone one smile face hearteyes neptune blue vibrant smile face hearteye,battery,0
mi redmi 8 model wonderful phone -PRON- affordable person -PRON- -PRON- like phone redmi 8 thankful mi -PRON- unmake gorgeous piece,battery,0
everything bad mobileit performance display great one thing -PRON- disappoint -PRON- e camerait camera quality badif u want sell mobile evil camera -PRON- suggestion sell realme phone,battery,0
powerful performanceawesome camerastunning outlook good android phone priceredmi good mobile phone thank -PRON- flipkart thank -PRON- xiaomi,battery,1
-PRON- -PRON- wife -PRON- super unexcited -PRON- phone delivery fast -PRON- disorder yesterday -PRON- leave -PRON- today super service flipkart kudo,battery,0
phone badly class -PRON- back underrated note 7 pro -PRON- bad camera evil build quality provide bad value money come 4 gb varient also stock availability evil flipkart -PRON- easily end -PRON- compare ignore 7 pro,battery,0
love -PRON- flipkart -PRON- break -PRON- life -PRON- service quality awsome bad bless -PRON- team flipkart recommend flipkart differ ok flipkart write thing nasty bad,battery,0
awesome experience bad class camerathis phone unlighted fire one bad phone hv never see everything flawless worth buy hate -PRON- red heart,battery,0
good notification lead battery ok camera good mark need improvement user,battery,1
phone build quality greatcamera average -PRON- expect 7k3 32 enough haevy customize ui miuicolor option option sell sister -PRON- unreasonably unhappy phone,battery,0
-PRON- worth money -PRON- look budget smart phone descent performance use phone manage -PRON- work phone work fine -PRON- charge little quickly early mi phone like note 4 -PRON- worth replace -PRON- old mi phone,battery,1
